repo_id,repo_slug,cell,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
f93d199cbadaf712b4a816b5216c44cb,tarandeep-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Portfolio' plainly names the artefact; name beside it is irrelevant.,17,59,0.000624,2026-09-13T08:39:49Z
842dd567a51ace676c69b70db3d1d83f,polo-clone-architect,Property and home,namestyle,claude-sonnet-5,3,Cannot tell,'Clone' names are excluded regardless of function words present.,15,36,0.000390,2026-09-13T08:39:50Z
974ebaa37d0b62c464d37606eb892803,gah_sl_t-institusional-hybrid-auto-trading-system,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'auto-trading-system' plainly names the software's function,53,50,0.000606,2026-09-13T08:39:50Z
b9d5ef3f9c746001f599891a3eb1fc41,djkservices-landing,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'landing' names a landing page, function word present",14,46,0.000488,2026-09-13T08:39:51Z
32d04816bfba4e8012d848c8c774a5a8,team-form-visualizer-pro-88,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'form' and 'visualizer' plainly describe data visualization function,20,54,0.000580,2026-09-13T08:39:51Z
ae056ca9652ab343ea8787c336e27699,nexus-processual,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Nexus and processual are abstract, unrelated to any clear function",13,40,0.000426,2026-09-13T08:39:51Z
c0106b435ed03907e7b74ec33da43e91,veltrano-spark,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Veltrano is unclear real-sounding word, spark is vague, no clear purpose",14,47,0.000498,2026-09-13T08:39:52Z
19ffc3c48cb139267e6ad8c62566b77c,cobroapp,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Cobro' means charge/payment, 'app' plain function word, describes POS purpose.",23,62,0.000666,2026-09-13T08:39:52Z
3893f44bbd361a2fbf0ec94b88b37e1b,mini-caso-harvard,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment naming a Harvard case study, purpose unclear",16,39,0.000422,2026-09-13T08:39:53Z
1fd8cdad1bac7e8213ce8c769c8ebca4,ssijete-glow-up,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Glow-up' evokes transformation metaphor, no plain function word present",16,65,0.000682,2026-09-13T08:39:53Z
1425b79094fd57e19867235a94a20519,unlimit-app,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'Unlimit' is vague, no clear function word describing purpose",13,40,0.000426,2026-09-13T08:39:54Z
3248fc2cea5bf7111e0cbc4724e14945,manodarpan-the-ai-mental-wellness-app,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'mental-wellness-app' plainly names the software's function and domain,26,54,0.000592,2026-09-13T08:39:54Z
e028e7db400e0811e9adb4ef214e92d7,dominica-news-frontend00001,News and information,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'news' names domain, 'frontend' names artefact type",18,51,0.000546,2026-09-13T08:39:55Z
34a9b650915477f920df95a9a978fd4a,office-automaton-hub,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'office' domain plus 'hub' function word describe the software plainly.,15,54,0.000570,2026-09-13T08:39:55Z
2f767617787b4661d0a9c11971836972,goodminds.app,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Goodminds' evokes positive mindset metaphorically, no plain function word present.",13,68,0.000706,2026-09-13T08:39:56Z
3900c20c1dbb5f8defa482b485d166c6,furniture-frontend,Property and home,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'furniture' names domain, 'frontend' names the software artefact type",14,55,0.000578,2026-09-13T08:39:56Z
bb05c2bc0efaf8d8ccab5cb88352ab21,dbe-tracker,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'tracker' plainly names function; 'dbe' modifies domain,14,55,0.000578,2026-09-13T08:39:57Z
e5f0545a914516bcbc848467cb0c4b93,arith-arena-mobile-fun,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Arith' (arithmetic) and 'arena' name domain and activity; mobile fun modifiers.,19,67,0.000708,2026-09-13T08:39:57Z
03efcfe420444d7d00ad91a6774db248,skyv,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Fragment 'skyv' has no clear function word or dictionary meaning,10,43,0.000450,2026-09-13T08:39:57Z
bf8544d82f32279be70dde46909222a6,wapp-cloud-automator,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'automator' plainly names function; 'cloud' names domain.,17,52,0.000554,2026-09-13T08:39:58Z
367d958347b125915cc764103ed07adc,new-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Portfolio' names the artefact directly, plain function word.",13,52,0.000546,2026-09-13T08:39:59Z
3b536805493fc9240f3de54b814bafb5,divine-glitch-bot,AI and chatbots,namestyle,claude-sonnet-5,3,Cannot tell,Divine and glitch are evocative but purpose of bot unclear,16,40,0.000432,2026-09-13T08:39:59Z
7a4064e4b9e4e7029736307d7d1caff8,kuppiya,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Unrecognized foreign word, no clear function name to judge.",12,38,0.000404,2026-09-13T08:39:59Z
da1589a138fa542df3016a797ea49f03,neural-breach-hub,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Neural' and 'breach' are evocative, not plain function words; 'hub' alone insufficient.",15,74,0.000770,2026-09-13T08:40:00Z
92f2b760bfede3337c2c8315ddf47a4d,aissatou-portfolio,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Portfolio' plainly names the artefact; 'aissatou' is a personal name.,16,61,0.000642,2026-09-13T08:40:00Z
a91b67553d9cc4e50f1d13aa81a38b9f,opto,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment/abbreviation with unclear meaning, purpose unknown",9,43,0.000448,2026-09-13T08:40:00Z
150ab35eb787884612ba709e73259911,sabitha_portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'portfolio' plainly names the artefact; 'sabitha' is just owner name,46,60,0.000692,2026-09-13T08:40:01Z
8ca99a4a08a09241eb335f15899bf0d0,moonlit,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Moonlit evokes elegance metaphorically, no plain function word naming kittens business",29,69,0.000748,2026-09-13T08:40:02Z
5a57503fbb4a7d2843ba1822ef4ffabe,mimic,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Single real word, no title info about actual function",19,31,0.000348,2026-09-13T08:40:02Z
522fae45b6109158c299177f6234e898,clinic-flow-pro,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'clinic' names domain, 'flow' suggests workflow, 'pro' is filler",16,62,0.000652,2026-09-13T08:40:02Z
e2616b4afdec4aa363e504c2f2012865,aqua-ai-haven,AI and chatbots,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Aqua and haven evoke calm refuge, no plain function word present",16,63,0.000662,2026-09-13T08:40:03Z
c7e91dbf794cd63748e93555e73d80c1,dealmind-lab-assistant,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'assistant' and 'lab' name plain function/domain, with brand 'dealmind'",18,62,0.000656,2026-09-13T08:40:03Z
7b3f4ad4181173394ddefdc4ba8a869e,guardian-whisper-46,AI and chatbots,namestyle,claude-sonnet-5,3,Cannot tell,"Generic evocative words plus number fragment, purpose unclear",16,39,0.000422,2026-09-13T08:40:04Z
70820a88be9835ed42a0a2557d0e5313,warm-welcome,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Evokes welcoming feeling metaphorically, no plain function word present",13,64,0.000666,2026-09-13T08:40:04Z
85239906cb5cb1bc2b6e00565020096d,crypto-ledger-balance-sheet,Money and admin,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"Words 'ledger', 'balance sheet' plainly name financial recording function for crypto.",21,62,0.000662,2026-09-13T08:40:04Z
77783452d0a15f953e4281e631ce7682,raphaelle-endrlin-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Portfolio' plainly names the artefact; name plus owner names.,22,55,0.000594,2026-09-13T08:40:05Z
b89f6045cbe2e2144734e7e84ac08c7d,flood-watcher,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'watcher' names function, 'flood' names domain, both plain.",13,53,0.000556,2026-09-13T08:40:05Z
0a3e33de1583d775da92bdd8efcfcfcd,prodify-the-productivity-app,Shop and commerce,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Contains plain function words 'productivity' and 'app',18,51,0.000546,2026-09-13T08:40:06Z
6731d49be9e5b8d558e0869b093384bc,ai-digital-camp,AI and chatbots,namestyle,claude-sonnet-5,3,Cannot tell,'digital camp' is vague; purpose unclear despite 'ai' word.,15,43,0.000460,2026-09-13T08:40:06Z
4c9395157a5e126e4b0b1b81e531ae2a,alvozap-seu-neg-cio-no-whatsapp,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Names WhatsApp and 'seu negocio' (your business) plainly describing function,28,60,0.000656,2026-09-13T08:40:07Z
221be9ab2cde759ffe9e9c396f80fede,asknexus-helpers,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Ask' and 'helpers' plainly name assistance/help function of software.,15,57,0.000600,2026-09-13T08:40:07Z
99781723729f59afd6490ddf9e94a5aa,namaz-first-focus,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'namaz' names prayer domain, 'focus' names function plainly",15,55,0.000580,2026-09-13T08:40:07Z
3a3a51cacdf1a9f7b0d291ba5e86f0f1,holamanag-frontend,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Portmanteau-like fragment 'holamanag' unclear meaning, 'frontend' generic tech term",15,55,0.000580,2026-09-13T08:40:08Z
b6536914b0769bbec33ff8c41ff009a6,lcdmp-frontend,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Acronym 'lcdmp' unclear; 'frontend' is generic technical term, not descriptive.",16,53,0.000562,2026-09-13T08:40:09Z
389c30d344bd3ea96aa7094b394da81e,readflow-frontend,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'read' and 'flow' suggest reading pipeline; 'frontend' names software artefact.,14,63,0.000658,2026-09-13T08:40:09Z
19ce5cfcb04adee0d0f6ac1c51f45a44,ggtyr,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Unrecognized fragment with no clear meaning or function word,12,38,0.000404,2026-09-13T08:40:10Z
402a0f3219374f5b99eb123a753c31a2,cosmic-card-catch,Games and toys,namestyle,claude-sonnet-5,3,Cannot tell,Real words but relation to software's function is unclear,16,33,0.000362,2026-09-13T08:40:10Z
06cd0563c8335e18176a469ad5e1be19,dream-admin-hub,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'admin' and 'hub' plainly name the admin panel function.,32,53,0.000594,2026-09-13T08:40:11Z
61e876715e0b19a99922bdb802f6b1d9,precision-clinic-hub,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'clinic' and 'hub' plainly name the medical service domain and function,16,56,0.000592,2026-09-13T08:40:11Z
6b6dfce48792edeb51ce4cb1133b992a,my-doc-portfolio-craft,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'portfolio' names the artefact; 'craft' and 'doc' describe building documents/portfolio,19,66,0.000698,2026-09-13T08:40:12Z
ebc5fe069dcf23730e6d4513e78fe677,fire-plan-pros,Planning and productivity,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Plan' and 'pros' plainly indicate professional planning services, describing function.",15,59,0.000620,2026-09-13T08:40:12Z
375dbdcaba104865efe33760b3c523bc,nbpfixed,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment/acronym-like name, purpose unclear from 'nbp' plus 'fixed'",13,52,0.000546,2026-09-13T08:40:12Z
5ae36a8d94c3b733900b295a4a66015e,kelas-sehat-indonesia,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Kelas sehat' means 'health class', plainly names the function/domain.",19,57,0.000608,2026-09-13T08:40:13Z
1d2f09393b110c504e39c2c46b4190ea,stock-stream-portal,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Stock' names domain, 'portal' names artefact type plainly.",15,55,0.000580,2026-09-13T08:40:13Z
53cfff30098c03f68a2b8888aec92dab,rhythm-vieron-studio,Creative and media,namestyle,claude-sonnet-5,3,Cannot tell,Rhythm and vieron are vague/unrecognized words; unclear purpose.,18,45,0.000486,2026-09-13T08:40:14Z
ce9bc20400e98c2df884d175a89bfd05,flow-design-guild,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Flow' and 'guild' evoke design community metaphorically, no plain function word",14,68,0.000708,2026-09-13T08:40:15Z
8f14b55c0da2b6ffe224bddf933ac28a,pitchburg,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Coined-sounding place name blend; purpose unclear from title alone.,20,41,0.000450,2026-09-13T08:40:15Z
622e62596a3721c32ae388fc349dffb1,nxtgensec,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment 'nxtgensec' (next gen security) is acronym-like, purpose unclear",13,51,0.000536,2026-09-13T08:40:15Z
9639cca68e88c24feaa1cc020aa5965c,debate-ai-persona-arena,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'debate', 'persona', 'arena' plainly name the debate simulation function",18,58,0.000616,2026-09-13T08:40:15Z
aaf4b2ecad70c78d540191f72ce108f1,knizhny-ostrov-rus,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Foreign phrase 'book island' unclear relation to software purpose,19,41,0.000448,2026-09-13T08:40:16Z
efded3053708df4a93df8c20d0e397bb,social-pulse-dash-13,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'social', 'pulse', and 'dash' (dashboard) name its social monitoring dashboard function.",17,66,0.000694,2026-09-13T08:40:16Z
c6ee7577859788c820462b8f90a0044f,skibsll,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Name 'skibsll' unrelated fragment, purpose unclear from name itself",37,46,0.000534,2026-09-13T08:40:17Z
232db023d8f374c2c14a3faf5c3212c3,fresh-look-project-0a3d73ca,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Generic 'fresh-look-project' plus random hash, purpose unclear",22,44,0.000484,2026-09-13T08:40:17Z
d8e4971315dafd92ed80584a3cd56b34,cargo-glimpse-dashboard,Logistics and transport,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'dashboard' is a plain function word naming the software's interface type,20,53,0.000570,2026-09-13T08:40:18Z
06673bae77a3aa0c7ca7f1f588645587,certify-trust-now,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Certify' and 'trust' plainly name the function of certification/trust verification.,14,58,0.000608,2026-09-13T08:40:18Z
34e18a3aea482fee58e659cb9f339053,repp,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Fragment 'repp' has unclear meaning or function,9,37,0.000388,2026-09-13T08:40:19Z
30141bdbd01f94cf25dadbebe105a0b8,capitalcanvas-ui,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Capital' and 'canvas' evoke finance/design metaphor, 'ui' generic tech suffix",17,77,0.000804,2026-09-13T08:40:19Z
8df64f2a377f10c853e04155917351d7,prose-palette-platform,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Prose' and 'palette' suggest writing tools, 'platform' names the software category.",15,61,0.000640,2026-09-13T08:40:20Z
7b543f57f45d8d32a6025c4ae87da619,admin-nexus,Trackers and dashboards,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'admin' names function loosely, 'nexus' evokes connection metaphor",13,66,0.000686,2026-09-13T08:40:20Z
f59c8db212db64bbc80e7b4cf9f94617,songline,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'songline' evokes music/paths metaphorically, no plain function word present",9,64,0.000658,2026-09-13T08:40:21Z
55e406b8f4fe2b1b3dabba1420fa695f,party-pulse-radar,Community and events,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Pulse' and 'radar' evoke sensing trends metaphorically, not naming a function directly",15,74,0.000770,2026-09-13T08:40:21Z
8c41d26001db4c5c5dc38ece2dd37bb4,royalsaude,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Royal' evokes quality, 'saude' means health, no direct function word",12,65,0.000674,2026-09-13T08:40:22Z
b0892a64d9a44c4abf8b652f985667f8,jet-hr-test,Business and clients,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'hr' names HR domain function, plus 'test' context",14,51,0.000538,2026-09-13T08:40:22Z
6a9cfcd704197a47c28b5841fa69ec7d,devqueens,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,'dev' plus 'queens' unclear purpose; no plain function word.,11,42,0.000442,2026-09-13T08:40:23Z
3dd386084e944056d0c2e20204c26671,intern-ai-labmates,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'intern' and 'labmates' name audience/domain, 'ai' names function",16,58,0.000612,2026-09-13T08:40:23Z
7b6e7353a3d3706509432fdbb5b7f3c7,desafio-[owner],Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'Desafio' means 'challenge', typical hackathon naming, purpose unknown",15,47,0.000500,2026-09-13T08:40:24Z
23afc7e9b5784901c078e2cd679d7a07,neon-event-universe,Community and events,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'event' hints at purpose, 'universe' is evocative metaphor, no plain function word",14,70,0.000728,2026-09-13T08:40:24Z
533c6585f8f4cee571ae10546a713e81,fingern,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment word 'fingern', unclear meaning or relation to purpose.",10,43,0.000450,2026-09-13T08:40:25Z
0929cc6e1d1a97804eae6153bc49a29e,time-warp-tango,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),Metaphorical words 'time-warp' and 'tango' evoke without stating actual function,14,70,0.000728,2026-09-13T08:40:25Z
1f11fab18bf5051d6cdf63aaf1dbdc9a,borrowpal,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'borrow' names function, 'pal' is decorative companion word",12,53,0.000554,2026-09-13T08:40:25Z
6343f508c792cc9add86f44c6095cd16,pixel-perfect-promise-87,Creative and media,namestyle,claude-sonnet-5,3,Cannot tell,Metaphorical phrase with a number; purpose unclear beyond vague design claim,19,46,0.000498,2026-09-13T08:40:26Z
7d8f39dac343395d30c8515497674369,anatomy-lan,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,'anatomy-lan' fragment unclear; purpose not identifiable from name alone,14,47,0.000498,2026-09-13T08:40:27Z
357ad2d3ef789b38395f85578a3843ad,adacoysconsulting,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Unclear fused name; consulting suggests function but rest is opaque,15,41,0.000440,2026-09-13T08:40:27Z
f439024d579402e4bf653b23b417c8db,earthflow-dash,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'dash' means dashboard, a plain function word",14,48,0.000508,2026-09-13T08:40:27Z
6340ea62349f6e224e6088d1c9838c7f,ai-photo-catalog,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'photo' and 'catalog' plainly name the function; 'ai' modifies method.,16,60,0.000632,2026-09-13T08:40:28Z
b38744faed24fdc5eaab707c22d11854,work-crew-sync,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Crew' and 'sync' describe coordinating a work team's schedule.,14,57,0.000598,2026-09-13T08:40:29Z
980621066f592e8f63edd9e6f73f8583,fresh-blend-go,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'blend' plainly names blending function of a juicer product,45,50,0.000590,2026-09-13T08:40:29Z
14f03fdfdece9a4554760de449742f70,pure-goodness-bites-shop,Shop and commerce,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Shop' is a plain function word naming the business type.,19,49,0.000528,2026-09-13T08:40:29Z
9e8687320eb2b7ecec076fb419613339,buoyant-physics-pal,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Physics' names domain, 'pal' suggests helper/tutor function.",17,57,0.000604,2026-09-13T08:40:29Z
1c0d9c056602db75fb508d308b898294,sai-kitchen-cart,Shop and commerce,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'kitchen' and 'cart' name the domain and product artefact directly,17,56,0.000594,2026-09-13T08:40:30Z
481e04a9a9f0aadde707b92b5027e54a,yabai,AI and chatbots,namestyle,claude-sonnet-5,3,Cannot tell,Yabai is a real word (Japanese slang); purpose unclear from name alone,10,45,0.000470,2026-09-13T08:40:31Z
8c25ee9b2f9d0f3d82fd8e1ccabf7ff0,quantum-visuals-lab,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Quantum' and 'lab' evoke experimentation with visuals, no plain function word",17,70,0.000734,2026-09-13T08:40:31Z
a1a0cc9fe9ab72da0e43e77e5d2fa44a,new,Generic or brand-style name,namestyle,claude-sonnet-5,3,Cannot tell,Word 'new' gives no indication of software's function or purpose,8,38,0.000396,2026-09-13T08:40:31Z
7552675dbf776cb5a9d630c5da893d95,quotex-manager-81,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Manager' is plain function word describing the software's purpose.,15,51,0.000540,2026-09-13T08:40:32Z
8435464220d642f0e2b46e39870f526e,-ai-productivity,Shop and commerce,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment with dash prefix, unclear meaning beyond 'ai productivity'",14,47,0.000498,2026-09-13T08:40:33Z
a79ba3991b47e93b0d57f1cfba00aaa8,candid-hire-chat,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Words 'hire' and 'chat' plainly name recruiting chat function.,15,57,0.000600,2026-09-13T08:40:33Z
cca89b7e4cffed1d7751b77b4f9edcb4,digi-diploma,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'diploma' names the artefact; 'digi' describes digital form,13,55,0.000576,2026-09-13T08:40:33Z
0e52093a3ba035e64721ff307b5cd5f3,exemplo-site-petshop,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'site-petshop' plainly names a pet shop website.,17,50,0.000534,2026-09-13T08:40:34Z
be8450dee84b8cfa68ff53fb82813aec,localena-dashboard-hub,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Contains plain function words 'dashboard' and 'hub'.,17,53,0.000564,2026-09-13T08:40:35Z
289e29f806a2b32f303aa39a073624d0,healthkart-online,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'health' plus 'online' plainly names domain and platform function,13,52,0.000546,2026-09-13T08:40:35Z
abbcb769965b80934947247e7f60af79,classified-ops-terminal,Learning and study,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'terminal' and 'ops' plainly name a command/operations interface function,16,56,0.000592,2026-09-13T08:40:35Z
3394c5aece35b47a6f40aba9910d002f,seaside-escape-web,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Evocative words 'seaside', 'escape' hint at leisure/travel purpose, no plain function word.",15,75,0.000780,2026-09-13T08:40:35Z
bdfbba26c7a703b6de139a133116f427,medivive-clinic-suite,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'clinic' and 'suite' plainly name healthcare software function and domain,46,57,0.000662,2026-09-13T08:40:37Z
4dbc458a4fc4fd73ae7c247ece5a23ad,adaptive-image-show,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'image' and 'show' plainly name the slideshow function,45,51,0.000600,2026-09-13T08:40:37Z
95bf61a6aa1009fa19caf1e64263a438,science-fair-ai-advisor,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Advisor' plus 'science-fair' names function and domain directly.,18,55,0.000586,2026-09-13T08:40:37Z
cd46503554536a0bbb95b495ba39eb01,crimson-login,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'login' plainly names the function; 'crimson' is decorative.,12,53,0.000554,2026-09-13T08:40:37Z
23d448a256542e8b7a5227a558151d54,proto-health-ai,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'health' and 'ai' plainly name domain and technology function,14,52,0.000548,2026-09-13T08:40:38Z
d1a7167116dc99d0227af7bba42cab00,tune-my-buddy,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragmented phrase; unclear function, purpose ambiguous without context",15,43,0.000460,2026-09-13T08:40:39Z
03f27a92ec5d3366cd39a409bdeb6586,carbon-compass,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Compass' metaphor for guidance, 'carbon' hints domain, no plain function word",13,71,0.000736,2026-09-13T08:40:39Z
832e5674bae28e420098bbd2991bb093,haul-away-pro-rebuild,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'haul-away' names the service (junk removal), 'pro-rebuild' descriptive too",19,63,0.000668,2026-09-13T08:40:39Z
3408ad76547405ee2e732a9ad51b288b,binary-annotator-pro,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'annotator' names the function directly; 'binary' and 'pro' are modifiers.,16,60,0.000632,2026-09-13T08:40:40Z
69af4789828b5b0c881d9be65d96cec7,newwalaevara,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fused fragment, unclear meaning, no recognizable function word",13,40,0.000426,2026-09-13T08:40:41Z
27540d8b781fb95022b7ed8f190c1556,my-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'portfolio' plainly names the software's artefact/purpose.,13,53,0.000556,2026-09-13T08:40:41Z
c663a67d426a3ba94f2db8277435a2a1,new-project-spark-49,Generic or brand-style name,namestyle,claude-sonnet-5,3,Cannot tell,Generic placeholder name with no descriptive function word,15,35,0.000380,2026-09-13T08:40:41Z
